Code,Type,Resource,Unit,Base rate GBP,Factor,Rate EUR,Scope,Used on,Source group
MX3791,Material,Split ring connectors,nr,11.34,1.0,13.261,Item-specific,1,item-specific
MX3793,Material,Shear plate connectors,nr,7,1.0,8.1858,Item-specific,1,item-specific
MX3794,Material,Shear plate connectors,nr,28.89,1.0,33.784,Item-specific,1,item-specific
MX3796,Material,Flitch plates,nr,10.5,1.0,12.2787,Item-specific,1,item-specific
MX3797,Material,Flitch plates,nr,20.75,1.0,24.265,Item-specific,1,item-specific
MX3798,Material,Flitch plates,nr,27.03,1.0,31.6089,Item-specific,1,item-specific
MX3800,Material,Stainless steel; Straps,nr,6.6,1.0,7.718,Item-specific,1,item-specific
MX3801,Material,Stainless steel; Straps,nr,9.04,1.0,10.5714,Item-specific,1,item-specific
MX3802,Material,Stainless steel; Straps,nr,5.07,1.0,5.9289,Item-specific,1,item-specific
MX3803,Material,Stainless steel; Straps,nr,6.1,1.0,7.1333,Item-specific,1,item-specific
MX3804,Material,Stainless steel; Straps,nr,7.12,1.0,8.3261,Item-specific,1,item-specific
MX3805,Material,Stainless steel; Straps,nr,8.14,1.0,9.5189,Item-specific,1,item-specific
MX3806,Material,Stainless steel; Straps,nr,9.15,1.0,10.7,Item-specific,1,item-specific
MX3807,Material,Stainless steel; Straps,nr,10.61,1.0,12.4073,Item-specific,1,item-specific
MX3808,Material,Stainless steel; Straps,nr,14.01,1.0,16.3833,Item-specific,1,item-specific
MX3809,Material,Stainless steel; Straps,nr,10.23,1.0,11.963,Item-specific,1,item-specific
MX3810,Material,Stainless steel; Straps,nr,12.18,1.0,14.2433,Item-specific,1,item-specific
MX3811,Material,Stainless steel; Straps,nr,14.27,1.0,16.6873,Item-specific,1,item-specific
MX3812,Material,Stainless steel; Straps,nr,16.2,1.0,18.9443,Item-specific,1,item-specific
MX3813,Material,Stainless steel; Straps,nr,18.21,1.0,21.2948,Item-specific,1,item-specific
MX3818,Material,Coach screws,nr,0.01,1.0,0.0117,Item-specific,1,item-specific
MX3819,Material,Coach screws,nr,0.01,1.0,0.0117,Item-specific,1,item-specific
MX3821,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts (stainless steel)",nr,4.2,1.0,4.9115,Item-specific,1,item-specific
MX3822,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts (stainless steel)",nr,4.37,1.0,5.1103,Item-specific,1,item-specific
MX3824,Material,"Stainless steel; Timber connectors; round toothed plate, single sided (continued)",nr,5,1.0,5.847,Item-specific,1,item-specific
MX3825,Material,"Stainless steel; Timber connectors; round toothed plate, single sided (continued)",nr,5.55,1.0,6.4902,Item-specific,1,item-specific
MX3827,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts (stainless steel)",nr,4.41,1.0,5.1571,Item-specific,1,item-specific
MX3828,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts (stainless steel)",nr,4.37,1.0,5.1103,Item-specific,1,item-specific
MX3829,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts (stainless steel)",nr,5,1.0,5.847,Item-specific,1,item-specific
MX3830,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts (stainless steel)",nr,5.55,1.0,6.4902,Item-specific,1,item-specific
MX3832,Material,Split ring connectors (stainless steel),nr,19.3,1.0,22.5694,Item-specific,1,item-specific
MX3833,Material,Split ring connectors (stainless steel),nr,37.78,1.0,44.1799,Item-specific,1,item-specific
MX3835,Material,Shear plate connectors (stainless steel),nr,0.75,1.0,0.877,Item-specific,1,item-specific
MX3836,Material,Shear plate connectors (stainless steel),nr,1.6,1.0,1.871,Item-specific,1,item-specific
MX4210,Material,Bored; lorry/crawler mounted rotary rig,m,3.19,1.0,3.7304,Item-specific,1,item-specific
MX4211,Material,Bored; lorry/crawler mounted rotary rig,m,74.01,1.0,86.5473,Item-specific,1,item-specific
MX4212,Material,Bored; lorry/crawler mounted rotary rig,m,78.96,1.0,92.3358,Item-specific,1,item-specific
MX4213,Material,Bored; lorry/crawler mounted rotary rig,nr,246.74,1.0,288.5378,Item-specific,1,item-specific
MX4214,Material,Bored; lorry/crawler mounted rotary rig,m,24.29,1.0,28.4047,Item-specific,1,item-specific
MX4215,Material,Bored; lorry/crawler mounted rotary rig,nr,35.34,1.0,41.3266,Item-specific,1,item-specific
MX4217,Material,Bored; continuous flight auger; Backfilling empty bore with selected excavated material,m,2.51,1.0,2.9352,Item-specific,1,item-specific
MX4218,Material,Bored; continuous flight auger; Backfilling empty bore with selected excavated material,m,3.43,1.0,4.011,Item-specific,1,item-specific
MX4219,Material,Bored; continuous flight auger; Backfilling empty bore with selected excavated material,m,3.75,1.0,4.3853,Item-specific,1,item-specific
MX4221,Material,Permanent casings; each length not exceeding 13 m,m,65.28,1.0,76.3384,Item-specific,1,item-specific
MX4222,Material,Permanent casings; each length not exceeding 13 m,m,88.82,1.0,103.8661,Item-specific,1,item-specific
MX4223,Material,Permanent casings; each length not exceeding 13 m,m,113.51,1.0,132.7386,Item-specific,1,item-specific
MX4225,Material,Permanent casings; each length exceeding 13 m,m,64.14,1.0,75.0053,Item-specific,1,item-specific
MX4226,Material,Permanent casings; each length exceeding 13 m,m,94.24,1.0,110.2043,Item-specific,1,item-specific
MX4227,Material,Permanent casings; each length exceeding 13 m,m,113.51,1.0,132.7386,Item-specific,1,item-specific
MX4229,Material,Enlarged bases,nr,226.99,1.0,265.4421,Item-specific,1,item-specific
MX4230,Material,Enlarged bases,nr,276.34,1.0,323.152,Item-specific,1,item-specific
MX4231,Material,Enlarged bases,nr,310.88,1.0,363.5431,Item-specific,1,item-specific
MX4233,Material,Bored; continuous flight auger; Cutting off surplus lengths,m,21.2,1.0,24.7913,Item-specific,1,item-specific
MX4234,Material,Bored; continuous flight auger; Cutting off surplus lengths,m,30.04,1.0,35.1288,Item-specific,1,item-specific
MX4235,Material,Bored; continuous flight auger; Cutting off surplus lengths,m,35.78,1.0,41.8411,Item-specific,1,item-specific
MX4237,Material,Preparing heads,nr,22.53,1.0,26.3466,Item-specific,1,item-specific
MX4238,Material,Preparing heads,nr,39.75,1.0,46.4836,Item-specific,1,item-specific
MX4239,Material,Preparing heads,nr,53.89,1.0,63.019,Item-specific,1,item-specific
MX4240,Material,Preparing heads,m3,2.64,1.0,3.0872,Item-specific,1,item-specific
MX4243,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.98,1.0,1189.2564,Item-specific,1,item-specific
MX4244,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.98,1.0,1189.2564,Item-specific,1,item-specific
MX4245,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4246,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4247,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4248,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4249,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4250,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4251,Material,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,tonne,1016.95,1.0,1189.2213,Item-specific,1,item-specific
MX4253,Material,"Helical bars, nominal size",t,1076.92,1.0,1259.3502,Item-specific,1,item-specific
MX4254,Material,"Helical bars, nominal size",t,1076.92,1.0,1259.3502,Item-specific,1,item-specific
MX4255,Material,"Helical bars, nominal size",t,1076.27,1.0,1258.5901,Item-specific,1,item-specific
MX4256,Material,"Helical bars, nominal size",t,1076.92,1.0,1259.3502,Item-specific,1,item-specific
MX4258,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4259,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.72,1.0,1345.652,Item-specific,1,item-specific
MX4260,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4261,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4262,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4263,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4264,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4265,Material,"Reinforcement; high tensile steel; Straight bars, nominal size",t,1150.73,1.0,1345.6637,Item-specific,1,item-specific
MX4267,Material,"Helical bars, nominal size (high tensile steel)",t,1290.19,1.0,1508.7482,Item-specific,1,item-specific
MX4268,Material,"Helical bars, nominal size (high tensile steel)",t,1413.06,1.0,1652.4324,Item-specific,1,item-specific
MX4269,Material,"Helical bars, nominal size (high tensile steel)",t,1413.06,1.0,1652.4324,Item-specific,1,item-specific
MX4270,Material,"Helical bars, nominal size (high tensile steel)",t,1413.08,1.0,1652.4558,Item-specific,1,item-specific
MX4272,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,14.03,1.0,16.4067,Item-specific,1,item-specific
MX4273,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,16.58,1.0,19.3887,Item-specific,1,item-specific
MX4274,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,24.57,1.0,28.7322,Item-specific,1,item-specific
MX4275,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,33.9,1.0,39.6427,Item-specific,1,item-specific
MX4276,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,45.7,1.0,53.4416,Item-specific,1,item-specific
MX4277,Material,Couplers; Lenton type A; threaded ends on reinforcing bars,nr,63.5,1.0,74.2569,Item-specific,1,item-specific
MX4279,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,44.36,1.0,51.8746,Item-specific,1,item-specific
MX4280,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,51.59,1.0,60.3293,Item-specific,1,item-specific
MX4281,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,56.2,1.0,65.7203,Item-specific,1,item-specific
MX4282,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,65.99,1.0,77.1687,Item-specific,1,item-specific
MX4283,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,88.72,1.0,103.7492,Item-specific,1,item-specific
MX4284,Material,Couplers; Lenton type B; threaded ends on reinforcing bars,nr,130.86,1.0,153.0277,Item-specific,1,item-specific
MX4287,Material,General; Preparing heads,nr,29.91,1.0,34.9768,Item-specific,1,item-specific
MX4288,Material,General; Preparing heads,nr,40.88,1.0,47.8051,Item-specific,1,item-specific
MX4289,Material,General; Preparing heads,nr,63.31,1.0,74.0347,Item-specific,1,item-specific
MX4292,Material,Douglas Fir; Cutting off surplus lengths,nr,2.74,1.0,3.2042,Item-specific,1,item-specific
MX4293,Material,Douglas Fir; Cutting off surplus lengths,nr,4.72,1.0,5.5196,Item-specific,1,item-specific
MX4294,Material,Douglas Fir; Cutting off surplus lengths,nr,6.1,1.0,7.1333,Item-specific,1,item-specific
MX4295,Material,Douglas Fir; Cutting off surplus lengths,nr,11.92,1.0,13.9392,Item-specific,1,item-specific
MX4297,Material,Douglas Fir; Preparing heads,nr,2.74,1.0,3.2042,Item-specific,1,item-specific
MX4298,Material,Douglas Fir; Preparing heads,nr,4.72,1.0,5.5196,Item-specific,1,item-specific
MX4299,Material,Douglas Fir; Preparing heads,nr,6.1,1.0,7.1333,Item-specific,1,item-specific
MX4300,Material,Douglas Fir; Preparing heads,nr,11.92,1.0,13.9392,Item-specific,1,item-specific
MX4302,Material,Greenheart; Cutting off surplus lengths,nr,9.93,1.0,11.6121,Item-specific,1,item-specific
MX4303,Material,Greenheart; Cutting off surplus lengths,nr,9.93,1.0,11.6121,Item-specific,1,item-specific
MX4304,Material,Greenheart; Cutting off surplus lengths,nr,12.43,1.0,14.5356,Item-specific,1,item-specific
MX4305,Material,Greenheart; Cutting off surplus lengths,nr,22.37,1.0,26.1595,Item-specific,1,item-specific
MX4307,Material,Greenheart; Preparing heads,nr,9.93,1.0,11.6121,Item-specific,1,item-specific
MX4308,Material,Greenheart; Preparing heads,nr,9.93,1.0,11.6121,Item-specific,1,item-specific
MX4309,Material,Greenheart; Preparing heads,nr,12.43,1.0,14.5356,Item-specific,1,item-specific
MX4310,Material,Greenheart; Preparing heads,nr,22.37,1.0,26.1595,Item-specific,1,item-specific
MX4369,Material,Number of pile extensions; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4370,Material,Number of pile extensions; Cutting off surplus lengths,m,23.57,1.0,27.5628,Item-specific,1,item-specific
MX4371,Material,Number of pile extensions; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4372,Material,Number of pile extensions; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4373,Material,Number of pile extensions; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4375,Material,Extract piling and stacking on site,m2,36.38,1.0,42.5428,Item-specific,1,item-specific
MX4376,Material,Extract piling and stacking on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4377,Material,Extract piling and stacking on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4378,Material,Extract piling and stacking on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4379,Material,Extract piling and stacking on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4385,Material,Arcelor Mittal U section steel piles; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4386,Material,Arcelor Mittal U section steel piles; Cutting off surplus lengths,m,23.57,1.0,27.5628,Item-specific,1,item-specific
MX4387,Material,Arcelor Mittal U section steel piles; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4388,Material,Arcelor Mittal U section steel piles; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4389,Material,Arcelor Mittal U section steel piles; Cutting off surplus lengths,m,23.11,1.0,27.0248,Item-specific,1,item-specific
MX4391,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4392,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4393,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4394,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4395,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4396,Material,Extract piling and stack on site,m2,18.19,1.0,21.2714,Item-specific,1,item-specific
MX4399,Material,General,hr,99.09,1.0,115.8758,Item-specific,1,item-specific
MX4583,Material,Type 1 Unbound Mixtures; Subbase; spread and graded,m3,96.98,1.0,113.4084,Item-specific,1,item-specific
MX4584,Material,Type 1 Unbound Mixtures; Subbase; spread and graded,m3,112.15,1.0,131.1482,Item-specific,1,item-specific
MX4585,Material,Type 1 Unbound Mixtures; Subbase; spread and graded,m3,121.84,1.0,142.4797,Item-specific,1,item-specific
MX4586,Material,Type 1 Unbound Mixtures; Subbase; spread and graded,m3,131.26,1.0,153.4954,Item-specific,1,item-specific
MX4588,Material,"Type 2 Unbound Mixtures; Subbase, spread and graded",m3,120.5,1.0,140.9127,Item-specific,1,item-specific
MX4589,Material,"Type 2 Unbound Mixtures; Subbase, spread and graded",m3,120.5,1.0,140.9127,Item-specific,1,item-specific
MX4590,Material,"Type 2 Unbound Mixtures; Subbase, spread and graded",m3,120.5,1.0,140.9127,Item-specific,1,item-specific
MX4591,Material,"Type 2 Unbound Mixtures; Subbase, spread and graded",m3,120.5,1.0,140.9127,Item-specific,1,item-specific
MX4593,Material,Type 3 (open graded) Unbound Mixtures; Subbase; spread and graded,m3,117.32,1.0,137.194,Item-specific,1,item-specific
MX4594,Material,Type 3 (open graded) Unbound Mixtures; Subbase; spread and graded,m3,117.32,1.0,137.194,Item-specific,1,item-specific
MX4595,Material,Type 3 (open graded) Unbound Mixtures; Subbase; spread and graded,m3,137.35,1.0,160.6171,Item-specific,1,item-specific
MX4596,Material,Type 3 (open graded) Unbound Mixtures; Subbase; spread and graded,m3,164.25,1.0,192.0739,Item-specific,1,item-specific
MX4598,Material,Category B (closed graded) Unbound Mixtures; Subbase; spread and graded,m3,115.53,1.0,135.1008,Item-specific,1,item-specific
MX4599,Material,Category B (closed graded) Unbound Mixtures; Subbase; spread and graded,m3,135.34,1.0,158.2666,Item-specific,1,item-specific
MX4600,Material,Category B (closed graded) Unbound Mixtures; Subbase; spread and graded,m3,135.34,1.0,158.2666,Item-specific,1,item-specific
MX4601,Material,Category B (closed graded) Unbound Mixtures; Subbase; spread and graded,m3,135.34,1.0,158.2666,Item-specific,1,item-specific
