Code,Type,Resource,Unit,Base rate GBP,Factor,Rate EUR,Scope,Used on,Source group
MX3450,Material,Miscellaneous framing,m,98.92,1.0,115.677,Item-specific,1,item-specific
MX3451,Material,Miscellaneous framing,m,422.05,1.0,493.5453,Item-specific,1,item-specific
MX3452,Material,Miscellaneous framing,m,217.62,1.0,254.4848,Item-specific,1,item-specific
MX3453,Material,Miscellaneous framing,m,138.48,1.0,161.9385,Item-specific,1,item-specific
MX3454,Material,Miscellaneous framing,m,197.86,1.0,231.3775,Item-specific,1,item-specific
MX3455,Material,Miscellaneous framing,m,659.49,1.0,771.2076,Item-specific,1,item-specific
MX3456,Material,Miscellaneous framing,m,68.57,1.0,80.1858,Item-specific,1,item-specific
MX3457,Material,Miscellaneous framing,m,191.26,1.0,223.6594,Item-specific,1,item-specific
MX3459,Material,Mild steel; galvanized; Handrails,m,170.19,1.0,199.0202,Item-specific,1,item-specific
MX3461,Material,Plate flooring,m2,458.91,1.0,536.6494,Item-specific,1,item-specific
MX3463,Material,"Mild steel; internally and externally acid dipped, rinse and hot dip galvanized, epoxy internal paint; Uncovered tanks",nr,1579.25,1.0,1846.7749,Item-specific,1,item-specific
MX3464,Material,"Mild steel; internally and externally acid dipped, rinse and hot dip galvanized, epoxy internal paint; Uncovered tanks",nr,15087.29,1.0,17643.0769,Item-specific,1,item-specific
MX3466,Material,Covered tanks,nr,2125.22,1.0,2485.2323,Item-specific,1,item-specific
MX3467,Material,Covered tanks,nr,13531.04,1.0,15823.1982,Item-specific,1,item-specific
MX3469,Material,"Corrugated steel plates to BS 1449 Pt 1, Gr H4, sealed and bolted; BS729 hot dip galvanized, epoxy internal and external",nr,58059.62,1.0,67894.9196,Item-specific,1,item-specific
MX3472,Material,"Galvanized steel troughed sheeting; 0.70 mm metal thickness, 75 mm deep corrugations; colour coating each side; fixing w",m2,56.22,1.0,65.7437,Item-specific,1,item-specific
MX3474,Material,Extra for,m2,27.2,1.0,31.8077,Item-specific,1,item-specific
MX3475,Material,Extra for,m2,101.49,1.0,118.6824,Item-specific,1,item-specific
MX3476,Material,Extra for,m2,47.84,1.0,55.9441,Item-specific,1,item-specific
MX3478,Material,Extra for,m2,27.2,1.0,31.8077,Item-specific,1,item-specific
MX3479,Material,Extra for,m2,101.49,1.0,118.6824,Item-specific,1,item-specific
MX3481,Material,Galvanized steel flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to ,m,33.91,1.0,39.6544,Item-specific,1,item-specific
MX3482,Material,Galvanized steel flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to ,m,49.36,1.0,57.7216,Item-specific,1,item-specific
MX3483,Material,Galvanized steel flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to ,m,54.51,1.0,63.744,Item-specific,1,item-specific
MX3485,Material,"Aluminium profiled sheeting; 0.90 mm metal thickness, 75 mm deep corrugations; colour coating each side; fixing with pla",m2,61.84,1.0,72.3157,Item-specific,1,item-specific
MX3487,Material,Extra for,m2,38.93,1.0,45.5247,Item-specific,1,item-specific
MX3488,Material,Extra for,m2,113.22,1.0,132.3995,Item-specific,1,item-specific
MX3491,Material,"Aluminium profiled sheeting; 1.00 mm metal thickness, 75 mm deep corrugations; Cladding (continued)",m2,77.3,1.0,90.3946,Item-specific,1,item-specific
MX3493,Material,Extra for,m2,38.93,1.0,45.5247,Item-specific,1,item-specific
MX3494,Material,Extra for,m2,113.22,1.0,132.3995,Item-specific,1,item-specific
MX3496,Material,Aluminium flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to steel p,m,34.32,1.0,40.1338,Item-specific,1,item-specific
MX3497,Material,Aluminium flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to steel p,m,49.78,1.0,58.2127,Item-specific,1,item-specific
MX3498,Material,Aluminium flashings; 0.90 mm metal thickness; bent to profile; fixing with plastic capped self-tapping screws to steel p,m,55.72,1.0,65.159,Item-specific,1,item-specific
MX3500,Material,Flooring; Eurogrid; galvanized mild steel; Open grid flooring,m2,70.89,1.0,82.8988,Item-specific,1,item-specific
MX3501,Material,Flooring; Eurogrid; galvanized mild steel; Open grid flooring,m2,87.02,1.0,101.7612,Item-specific,1,item-specific
MX3502,Material,Flooring; Eurogrid; galvanized mild steel; Open grid flooring,m2,80.98,1.0,94.698,Item-specific,1,item-specific
MX3504,Material,Duct covers; Stelduct; galvanized mild steel; Duct covers; pedestrian duty,m,141.38,1.0,165.3298,Item-specific,1,item-specific
MX3505,Material,Duct covers; Stelduct; galvanized mild steel; Duct covers; pedestrian duty,m,141.74,1.0,165.7508,Item-specific,1,item-specific
MX3506,Material,Duct covers; Stelduct; galvanized mild steel; Duct covers; pedestrian duty,m,169.3,1.0,197.9794,Item-specific,1,item-specific
MX3508,Material,Duct covers; medium duty,m,706.91,1.0,826.6606,Item-specific,1,item-specific
MX3509,Material,Duct covers; medium duty,m,708.69,1.0,828.7421,Item-specific,1,item-specific
MX3510,Material,Duct covers; medium duty,m,677.21,1.0,791.9294,Item-specific,1,item-specific
MX3512,Material,Duct covers; heavy duty,m,282.76,1.0,330.6595,Item-specific,1,item-specific
MX3513,Material,Duct covers; heavy duty,m,354.35,1.0,414.3769,Item-specific,1,item-specific
MX3514,Material,Duct covers; heavy duty,m,423.25,1.0,494.9486,Item-specific,1,item-specific
MX3516,Material,Bridge bearings; Supply plain rubber bearings (3 m and 5 m lengths),m,67.73,1.0,79.2035,Item-specific,1,item-specific
MX3517,Material,Bridge bearings; Supply plain rubber bearings (3 m and 5 m lengths),m,81.3,1.0,95.0722,Item-specific,1,item-specific
MX3519,Material,Supply and place in position laminated elastomeric rubber bearing,nr,50.33,1.0,58.8559,Item-specific,1,item-specific
MX3520,Material,Supply and place in position laminated elastomeric rubber bearing,nr,55.16,1.0,64.5041,Item-specific,1,item-specific
MX3521,Material,Supply and place in position laminated elastomeric rubber bearing,nr,69.67,1.0,81.4721,Item-specific,1,item-specific
MX3522,Material,Supply and place in position laminated elastomeric rubber bearing,nr,104.51,1.0,122.214,Item-specific,1,item-specific
MX3523,Material,Supply and place in position laminated elastomeric rubber bearing,nr,131.58,1.0,153.8697,Item-specific,1,item-specific
MX3524,Material,Supply and place in position laminated elastomeric rubber bearing,nr,183.86,1.0,215.0059,Item-specific,1,item-specific
MX3525,Material,Supply and place in position laminated elastomeric rubber bearing,nr,96.77,1.0,113.1628,Item-specific,1,item-specific
MX3526,Material,Supply and place in position laminated elastomeric rubber bearing,nr,213.39,1.0,249.5383,Item-specific,1,item-specific
MX3527,Material,Supply and place in position laminated elastomeric rubber bearing,nr,112.24,1.0,131.2535,Item-specific,1,item-specific
MX3528,Material,Supply and place in position laminated elastomeric rubber bearing,nr,232.22,1.0,271.5581,Item-specific,1,item-specific
MX3530,Material,Adhesive fixings to laminated elastomeric rubber bearings,m2,38.35,1.0,44.8465,Item-specific,1,item-specific
MX3531,Material,Adhesive fixings to laminated elastomeric rubber bearings,m2,333.61,1.0,390.1235,Item-specific,1,item-specific
MX3532,Material,Adhesive fixings to laminated elastomeric rubber bearings,m2,26.76,1.0,31.2931,Item-specific,1,item-specific
MX3534,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,1439.56,1.0,1683.4215,Item-specific,1,item-specific
MX3535,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,1506.29,1.0,1761.4555,Item-specific,1,item-specific
MX3536,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,1708.61,1.0,1998.0485,Item-specific,1,item-specific
MX3537,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,1924.96,1.0,2251.0482,Item-specific,1,item-specific
MX3538,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,1751.53,1.0,2048.2392,Item-specific,1,item-specific
MX3539,Material,Supply and install mechanical guides for laminated elastomeric rubber bearings,nr,2011.65,1.0,2352.4235,Item-specific,1,item-specific
MX3541,Material,Supply and install fixed pot bearings,nr,1820,1.0,2128.308,Item-specific,1,item-specific
MX3542,Material,Supply and install fixed pot bearings,nr,2009.73,1.0,2350.1783,Item-specific,1,item-specific
MX3544,Material,Supply and install free sliding pot bearings,nr,2265.39,1.0,2649.1471,Item-specific,1,item-specific
MX3545,Material,Supply and install free sliding pot bearings,nr,2888.6,1.0,3377.9288,Item-specific,1,item-specific
MX3547,Material,Supply and install guided sliding pot bearings,nr,2796.08,1.0,3269.736,Item-specific,1,item-specific
MX3548,Material,Supply and install guided sliding pot bearings,nr,3329.65,1.0,3893.6927,Item-specific,1,item-specific
MX3578,Material,Greenheart; 100 x 75 mm,m,11.26,1.0,13.1674,Item-specific,1,item-specific
MX3579,Material,Greenheart; 100 x 75 mm,m,11.26,1.0,13.1674,Item-specific,1,item-specific
MX3580,Material,Greenheart; 100 x 75 mm,m,11.26,1.0,13.1674,Item-specific,1,item-specific
MX3581,Material,Greenheart; 100 x 75 mm,m,11.83,1.0,13.834,Item-specific,1,item-specific
MX3583,Material,Greenheart; 150 x 75 mm,m,13.98,1.0,16.3482,Item-specific,1,item-specific
MX3584,Material,Greenheart; 150 x 75 mm,m,13.64,1.0,15.9506,Item-specific,1,item-specific
MX3585,Material,Greenheart; 150 x 75 mm,m,13.64,1.0,15.9506,Item-specific,1,item-specific
MX3586,Material,Greenheart; 150 x 75 mm,m,14.33,1.0,16.7575,Item-specific,1,item-specific
MX3588,Material,Greenheart; 200 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3589,Material,Greenheart; 200 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3590,Material,Greenheart; 200 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3591,Material,Greenheart; 200 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3592,Material,Greenheart; 200 x 100 mm,m,34.94,1.0,40.8588,Item-specific,1,item-specific
MX3594,Material,Greenheart; 200 x 200 mm,m,46.77,1.0,54.6928,Item-specific,1,item-specific
MX3595,Material,Greenheart; 200 x 200 mm,m,49.57,1.0,57.9672,Item-specific,1,item-specific
MX3596,Material,Greenheart; 200 x 200 mm,m,49.57,1.0,57.9672,Item-specific,1,item-specific
MX3597,Material,Greenheart; 200 x 200 mm,m,49.57,1.0,57.9672,Item-specific,1,item-specific
MX3598,Material,Greenheart; 200 x 200 mm,m,53.44,1.0,62.4927,Item-specific,1,item-specific
MX3600,Material,Greenheart; 225 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3601,Material,Greenheart; 225 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3602,Material,Greenheart; 225 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3603,Material,Greenheart; 225 x 100 mm,m,28.63,1.0,33.4799,Item-specific,1,item-specific
MX3604,Material,Greenheart; 225 x 100 mm,m,34.94,1.0,40.8588,Item-specific,1,item-specific
MX3606,Material,Greenheart; 300 x 100 mm,m,35.93,1.0,42.0165,Item-specific,1,item-specific
MX3607,Material,Greenheart; 300 x 100 mm,m,35.94,1.0,42.0282,Item-specific,1,item-specific
MX3608,Material,Greenheart; 300 x 100 mm,m,35.94,1.0,42.0282,Item-specific,1,item-specific
MX3609,Material,Greenheart; 300 x 100 mm,m,33.24,1.0,38.8709,Item-specific,1,item-specific
MX3610,Material,Greenheart; 300 x 100 mm,m,50.79,1.0,59.3938,Item-specific,1,item-specific
MX3612,Material,Greenheart; 300 x 200 mm,m,74.92,1.0,87.6114,Item-specific,1,item-specific
MX3613,Material,Greenheart; 300 x 200 mm,m,74.92,1.0,87.6114,Item-specific,1,item-specific
MX3614,Material,Greenheart; 300 x 200 mm,m,74.92,1.0,87.6114,Item-specific,1,item-specific
MX3615,Material,Greenheart; 300 x 200 mm,m,79.5,1.0,92.9673,Item-specific,1,item-specific
MX3616,Material,Greenheart; 300 x 200 mm,m,79.5,1.0,92.9673,Item-specific,1,item-specific
MX3618,Material,Greenheart; 300 x 300 mm,m,112.35,1.0,131.3821,Item-specific,1,item-specific
MX3619,Material,Greenheart; 300 x 300 mm,m,112.35,1.0,131.3821,Item-specific,1,item-specific
MX3620,Material,Greenheart; 300 x 300 mm,m,112.35,1.0,131.3821,Item-specific,1,item-specific
MX3621,Material,Greenheart; 300 x 300 mm,m,119.49,1.0,139.7316,Item-specific,1,item-specific
MX3622,Material,Greenheart; 300 x 300 mm,m,119.49,1.0,139.7316,Item-specific,1,item-specific
MX3624,Material,Greenheart; 450 x 450 mm,m,247.49,1.0,289.4148,Item-specific,1,item-specific
MX3625,Material,Greenheart; 450 x 450 mm,m,247.49,1.0,289.4148,Item-specific,1,item-specific
MX3626,Material,Greenheart; 450 x 450 mm,m,267.54,1.0,312.8613,Item-specific,1,item-specific
MX3627,Material,Greenheart; 450 x 450 mm,m,253.68,1.0,296.6534,Item-specific,1,item-specific
MX3628,Material,Greenheart; 450 x 450 mm,m,266.07,1.0,311.1423,Item-specific,1,item-specific
MX3631,Material,Softwood; stress graded SC3/4; 100 x 75 mm,m,6.27,1.0,7.3321,Item-specific,1,item-specific
MX3632,Material,Softwood; stress graded SC3/4; 100 x 75 mm,m,8.96,1.0,10.4778,Item-specific,1,item-specific
MX3634,Material,Softwood; 150 x 75 mm,m,12.41,1.0,14.5123,Item-specific,1,item-specific
MX3635,Material,Softwood; 150 x 75 mm,m,15.84,1.0,18.5233,Item-specific,1,item-specific
MX3637,Material,Softwood; 200 x 100 mm,m,23.1,1.0,27.0131,Item-specific,1,item-specific
MX3638,Material,Softwood; 200 x 100 mm,m,34.78,1.0,40.6717,Item-specific,1,item-specific
MX3640,Material,Softwood; 200 x 200 mm,m,69.38,1.0,81.133,Item-specific,1,item-specific
MX3641,Material,Softwood; 200 x 200 mm,m,87.44,1.0,102.2523,Item-specific,1,item-specific
MX3642,Material,Softwood; 200 x 200 mm,m,76.58,1.0,89.5527,Item-specific,1,item-specific
MX3644,Material,Softwood; 300 x 200 mm,m,116.94,1.0,136.7496,Item-specific,1,item-specific
MX3645,Material,Softwood; 300 x 200 mm,m,148,1.0,173.0712,Item-specific,1,item-specific
MX3646,Material,Softwood; 300 x 200 mm,m,118.39,1.0,138.4453,Item-specific,1,item-specific
MX3648,Material,Softwood; 300 x 300 mm,m,189.3,1.0,221.3674,Item-specific,1,item-specific
MX3650,Material,Softwood; 300 x 300 mm (continued),m,244.5,1.0,285.9183,Item-specific,1,item-specific
MX3651,Material,Softwood; 300 x 300 mm (continued),m,190.55,1.0,222.8292,Item-specific,1,item-specific
MX3653,Material,Softwood; 450 x 450 mm,m,541.26,1.0,632.9494,Item-specific,1,item-specific
MX3654,Material,Softwood; 450 x 450 mm,m,645.69,1.0,755.0699,Item-specific,1,item-specific
MX3655,Material,Softwood; 450 x 450 mm,m,534.69,1.0,625.2665,Item-specific,1,item-specific
MX3657,Material,Softwood; 600 x 600 mm,m,968.91,1.0,1133.0434,Item-specific,1,item-specific
MX3658,Material,Softwood; 600 x 600 mm,m,976.15,1.0,1141.5098,Item-specific,1,item-specific
MX3662,Material,Greenheart; wrought finish; Thickness 25-50 mm,m2,164.95,1.0,192.8925,Item-specific,1,item-specific
MX3664,Material,Thickness 50-75 mm,m2,187.54,1.0,219.3093,Item-specific,1,item-specific
MX3666,Material,Thickness 75-100 mm,m2,232.21,1.0,271.5464,Item-specific,1,item-specific
MX3669,Material,Douglas Fir; Thickness 25-50 mm,m2,63.8,1.0,74.6077,Item-specific,1,item-specific
MX3671,Material,Thickness 50-75 mm,m2,67.14,1.0,78.5135,Item-specific,1,item-specific
MX3673,Material,Thickness 75-100 mm,m2,74.21,1.0,86.7812,Item-specific,1,item-specific
MX3676,Material,Metalwork; Spikes; mild steel material rosehead,nr,1.88,1.0,2.1985,Item-specific,1,item-specific
MX3678,Material,"Metric mild steel bolts, nuts and washers",nr,0.31,1.0,0.3625,Item-specific,1,item-specific
MX3679,Material,"Metric mild steel bolts, nuts and washers",nr,0.33,1.0,0.3859,Item-specific,1,item-specific
MX3680,Material,"Metric mild steel bolts, nuts and washers",nr,0.39,1.0,0.4561,Item-specific,1,item-specific
MX3681,Material,"Metric mild steel bolts, nuts and washers",nr,0.42,1.0,0.4911,Item-specific,1,item-specific
MX3682,Material,"Metric mild steel bolts, nuts and washers",nr,0.62,1.0,0.725,Item-specific,1,item-specific
MX3683,Material,"Metric mild steel bolts, nuts and washers",nr,0.73,1.0,0.8537,Item-specific,1,item-specific
MX3684,Material,"Metric mild steel bolts, nuts and washers",nr,0.31,1.0,0.3625,Item-specific,1,item-specific
MX3685,Material,"Metric mild steel bolts, nuts and washers",nr,0.36,1.0,0.421,Item-specific,1,item-specific
MX3686,Material,"Metric mild steel bolts, nuts and washers",nr,0.44,1.0,0.5145,Item-specific,1,item-specific
MX3687,Material,"Metric mild steel bolts, nuts and washers",nr,0.5,1.0,0.5847,Item-specific,1,item-specific
MX3688,Material,"Metric mild steel bolts, nuts and washers",nr,0.78,1.0,0.9121,Item-specific,1,item-specific
MX3689,Material,"Metric mild steel bolts, nuts and washers",nr,0.93,1.0,1.0875,Item-specific,1,item-specific
MX3690,Material,"Metric mild steel bolts, nuts and washers",nr,0.63,1.0,0.7367,Item-specific,1,item-specific
MX3691,Material,"Metric mild steel bolts, nuts and washers",nr,0.69,1.0,0.8069,Item-specific,1,item-specific
MX3692,Material,"Metric mild steel bolts, nuts and washers",nr,0.77,1.0,0.9004,Item-specific,1,item-specific
MX3693,Material,"Metric mild steel bolts, nuts and washers",nr,0.89,1.0,1.0408,Item-specific,1,item-specific
MX3694,Material,"Metric mild steel bolts, nuts and washers",nr,0.92,1.0,1.0758,Item-specific,1,item-specific
MX3695,Material,"Metric mild steel bolts, nuts and washers",nr,1.49,1.0,1.7424,Item-specific,1,item-specific
MX3696,Material,"Metric mild steel bolts, nuts and washers",nr,2.46,1.0,2.8767,Item-specific,1,item-specific
MX3697,Material,"Metric mild steel bolts, nuts and washers",nr,0.73,1.0,0.8537,Item-specific,1,item-specific
MX3698,Material,"Metric mild steel bolts, nuts and washers",nr,0.8,1.0,0.9355,Item-specific,1,item-specific
MX3699,Material,"Metric mild steel bolts, nuts and washers",nr,0.88,1.0,1.0291,Item-specific,1,item-specific
MX3700,Material,"Metric mild steel bolts, nuts and washers",nr,1.03,1.0,1.2045,Item-specific,1,item-specific
MX3701,Material,"Metric mild steel bolts, nuts and washers",nr,1.13,1.0,1.3214,Item-specific,1,item-specific
MX3702,Material,"Metric mild steel bolts, nuts and washers",nr,1.48,1.0,1.7307,Item-specific,1,item-specific
MX3703,Material,"Metric mild steel bolts, nuts and washers",nr,2.07,1.0,2.4207,Item-specific,1,item-specific
MX3704,Material,"Metric mild steel bolts, nuts and washers",nr,3.13,1.0,3.6602,Item-specific,1,item-specific
MX3705,Material,"Metric mild steel bolts, nuts and washers",nr,3.19,1.0,3.7304,Item-specific,1,item-specific
MX3706,Material,"Metric mild steel bolts, nuts and washers",nr,1.34,1.0,1.567,Item-specific,1,item-specific
MX3707,Material,"Metric mild steel bolts, nuts and washers",nr,1.49,1.0,1.7424,Item-specific,1,item-specific
MX3708,Material,"Metric mild steel bolts, nuts and washers",nr,1.68,1.0,1.9646,Item-specific,1,item-specific
MX3709,Material,"Metric mild steel bolts, nuts and washers",nr,1.96,1.0,2.292,Item-specific,1,item-specific
MX3710,Material,"Metric mild steel bolts, nuts and washers",nr,2.19,1.0,2.561,Item-specific,1,item-specific
MX3711,Material,"Metric mild steel bolts, nuts and washers",nr,3.04,1.0,3.555,Item-specific,1,item-specific
MX3712,Material,"Metric mild steel bolts, nuts and washers",nr,4.38,1.0,5.122,Item-specific,1,item-specific
MX3713,Material,"Metric mild steel bolts, nuts and washers",nr,4.76,1.0,5.5663,Item-specific,1,item-specific
MX3714,Material,"Metric mild steel bolts, nuts and washers",nr,1.56,1.0,1.8243,Item-specific,1,item-specific
MX3715,Material,"Metric mild steel bolts, nuts and washers",nr,2.5,1.0,2.9235,Item-specific,1,item-specific
MX3716,Material,"Metric mild steel bolts, nuts and washers",nr,2.81,1.0,3.286,Item-specific,1,item-specific
MX3717,Material,"Metric mild steel bolts, nuts and washers",nr,3.43,1.0,4.011,Item-specific,1,item-specific
MX3718,Material,"Metric mild steel bolts, nuts and washers",nr,3.59,1.0,4.1981,Item-specific,1,item-specific
MX3719,Material,"Metric mild steel bolts, nuts and washers",nr,4.73,1.0,5.5313,Item-specific,1,item-specific
MX3720,Material,"Metric mild steel bolts, nuts and washers",nr,6.27,1.0,7.3321,Item-specific,1,item-specific
MX3721,Material,"Metric mild steel bolts, nuts and washers",nr,6.93,1.0,8.1039,Item-specific,1,item-specific
MX3722,Material,"Metric mild steel bolts, nuts and washers",nr,4.71,1.0,5.5079,Item-specific,1,item-specific
MX3723,Material,"Metric mild steel bolts, nuts and washers",nr,5.24,1.0,6.1277,Item-specific,1,item-specific
MX3724,Material,"Metric mild steel bolts, nuts and washers",nr,5.2,1.0,6.0809,Item-specific,1,item-specific
MX3725,Material,"Metric mild steel bolts, nuts and washers",nr,5.8,1.0,6.7825,Item-specific,1,item-specific
MX3726,Material,"Metric mild steel bolts, nuts and washers",nr,6.4,1.0,7.4842,Item-specific,1,item-specific
MX3727,Material,"Metric mild steel bolts, nuts and washers",nr,7.51,1.0,8.7822,Item-specific,1,item-specific
MX3728,Material,"Metric mild steel bolts, nuts and washers",nr,9.56,1.0,11.1795,Item-specific,1,item-specific
MX3729,Material,"Metric mild steel bolts, nuts and washers",nr,10.59,1.0,12.3839,Item-specific,1,item-specific
MX3730,Material,"Metric mild steel bolts, nuts and washers",nr,12.06,1.0,14.103,Item-specific,1,item-specific
MX3731,Material,"Metric mild steel bolts, nuts and washers",nr,13.16,1.0,15.3893,Item-specific,1,item-specific
MX3732,Material,"Metric mild steel bolts, nuts and washers",nr,13.75,1.0,16.0792,Item-specific,1,item-specific
MX3733,Material,"Metric mild steel bolts, nuts and washers",nr,15.24,1.0,17.8217,Item-specific,1,item-specific
MX3735,Material,"Carriage bolts, nuts and washer",nr,1.6,1.0,1.871,Item-specific,1,item-specific
MX3737,Material,"Carriage bolts, nuts and washer (continued)",nr,0.86,1.0,1.0057,Item-specific,1,item-specific
MX3738,Material,"Carriage bolts, nuts and washer (continued)",nr,0.92,1.0,1.0758,Item-specific,1,item-specific
MX3739,Material,"Carriage bolts, nuts and washer (continued)",nr,1.13,1.0,1.3214,Item-specific,1,item-specific
MX3740,Material,"Carriage bolts, nuts and washer (continued)",nr,1.43,1.0,1.6722,Item-specific,1,item-specific
MX3741,Material,"Carriage bolts, nuts and washer (continued)",nr,1.01,1.0,1.1811,Item-specific,1,item-specific
MX3742,Material,"Carriage bolts, nuts and washer (continued)",nr,1.07,1.0,1.2513,Item-specific,1,item-specific
MX3743,Material,"Carriage bolts, nuts and washer (continued)",nr,1.11,1.0,1.298,Item-specific,1,item-specific
MX3744,Material,"Carriage bolts, nuts and washer (continued)",nr,1.2,1.0,1.4033,Item-specific,1,item-specific
MX3745,Material,"Carriage bolts, nuts and washer (continued)",nr,1.23,1.0,1.4384,Item-specific,1,item-specific
MX3746,Material,"Carriage bolts, nuts and washer (continued)",nr,1.93,1.0,2.2569,Item-specific,1,item-specific
MX3747,Material,"Carriage bolts, nuts and washer (continued)",nr,1.26,1.0,1.4734,Item-specific,1,item-specific
MX3748,Material,"Carriage bolts, nuts and washer (continued)",nr,1.2,1.0,1.4033,Item-specific,1,item-specific
MX3749,Material,"Carriage bolts, nuts and washer (continued)",nr,1.24,1.0,1.4501,Item-specific,1,item-specific
MX3750,Material,"Carriage bolts, nuts and washer (continued)",nr,1.28,1.0,1.4968,Item-specific,1,item-specific
MX3751,Material,"Carriage bolts, nuts and washer (continued)",nr,1.57,1.0,1.836,Item-specific,1,item-specific
MX3752,Material,"Carriage bolts, nuts and washer (continued)",nr,2.13,1.0,2.4908,Item-specific,1,item-specific
MX3753,Material,"Carriage bolts, nuts and washer (continued)",nr,4.2,1.0,4.9115,Item-specific,1,item-specific
MX3754,Material,"Carriage bolts, nuts and washer (continued)",nr,4.55,1.0,5.3208,Item-specific,1,item-specific
MX3755,Material,"Carriage bolts, nuts and washer (continued)",nr,1.87,1.0,2.1868,Item-specific,1,item-specific
MX3756,Material,"Carriage bolts, nuts and washer (continued)",nr,2.34,1.0,2.7364,Item-specific,1,item-specific
MX3757,Material,"Carriage bolts, nuts and washer (continued)",nr,2.54,1.0,2.9703,Item-specific,1,item-specific
MX3758,Material,"Carriage bolts, nuts and washer (continued)",nr,2.64,1.0,3.0872,Item-specific,1,item-specific
MX3759,Material,"Carriage bolts, nuts and washer (continued)",nr,3.2,1.0,3.7421,Item-specific,1,item-specific
MX3760,Material,"Carriage bolts, nuts and washer (continued)",nr,3.97,1.0,4.6425,Item-specific,1,item-specific
MX3761,Material,"Carriage bolts, nuts and washer (continued)",nr,5.78,1.0,6.7591,Item-specific,1,item-specific
MX3762,Material,"Carriage bolts, nuts and washer (continued)",nr,6.14,1.0,7.1801,Item-specific,1,item-specific
MX3764,Material,Galvanized steel; Straps,nr,3.09,1.0,3.6134,Item-specific,1,item-specific
MX3765,Material,Galvanized steel; Straps,nr,4.07,1.0,4.7595,Item-specific,1,item-specific
MX3766,Material,Galvanized steel; Straps,nr,5.07,1.0,5.9289,Item-specific,1,item-specific
MX3767,Material,Galvanized steel; Straps,nr,6.1,1.0,7.1333,Item-specific,1,item-specific
MX3768,Material,Galvanized steel; Straps,nr,7.12,1.0,8.3261,Item-specific,1,item-specific
MX3769,Material,Galvanized steel; Straps,nr,8.14,1.0,9.5189,Item-specific,1,item-specific
MX3770,Material,Galvanized steel; Straps,nr,9.15,1.0,10.7,Item-specific,1,item-specific
MX3771,Material,Galvanized steel; Straps,nr,6.03,1.0,7.0515,Item-specific,1,item-specific
MX3772,Material,Galvanized steel; Straps,nr,8.07,1.0,9.4371,Item-specific,1,item-specific
MX3773,Material,Galvanized steel; Straps,nr,10.23,1.0,11.963,Item-specific,1,item-specific
MX3774,Material,Galvanized steel; Straps,nr,12.18,1.0,14.2433,Item-specific,1,item-specific
MX3775,Material,Galvanized steel; Straps,nr,14.27,1.0,16.6873,Item-specific,1,item-specific
MX3776,Material,Galvanized steel; Straps,nr,16.2,1.0,18.9443,Item-specific,1,item-specific
MX3777,Material,Galvanized steel; Straps,nr,18.21,1.0,21.2948,Item-specific,1,item-specific
MX3779,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts",nr,2.77,1.0,3.2392,Item-specific,1,item-specific
MX3780,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts",nr,2.92,1.0,3.4146,Item-specific,1,item-specific
MX3781,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts",nr,3.17,1.0,3.707,Item-specific,1,item-specific
MX3782,Material,"Timber connectors; round toothed plate, single sided for 10 mm or 12 mm bolts",nr,3.48,1.0,4.0695,Item-specific,1,item-specific
MX3784,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts",nr,2.81,1.0,3.286,Item-specific,1,item-specific
MX3785,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts",nr,3.09,1.0,3.6134,Item-specific,1,item-specific
MX3786,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts",nr,3.17,1.0,3.707,Item-specific,1,item-specific
MX3787,Material,"Timber connectors; round toothed plate, double sided for 10 mm or 12 mm bolts",nr,3.48,1.0,4.0695,Item-specific,1,item-specific
MX3789,Material,Split ring connectors,nr,4.2,1.0,4.9115,Item-specific,1,item-specific
MX3790,Material,Split ring connectors,nr,4.33,1.0,5.0635,Item-specific,1,item-specific
