Ref,Page,Class,Section,Sub-heading,Item,Unit,Gang hrs,Labour £,Plant £,Material £,Sub-contract £,UK COST £,Labour €,Plant €,Material €,Sub-contract €,IRISH COST €,Derivation basis,Confidence,Published rate £ (superseded),Variance £,Flag,Derivation note
1598,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,32 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1600,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1601,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1602,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,12 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1603,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,16 mm nominal size,tonne,6.15,1036.82,149.38,6277.35,0.0,7463.55,1626.39,174.68,7340.73,0.0,9141.8,Stated build-up,High,7463.55,0.0,,Labour + plant + material as published; reconciles to the published rate.
1604,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,20 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1605,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,25 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1606,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in bent and cut lengths,32 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1608,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Additional allowances to bar reinforcement; Add to the above bars,12-15 m long; mild steel to BS 4449,tonne,,0,0,97.88,0.0,97.88,0.0,0.0,114.46,0.0,114.46,Stated build-up,High,97.88,0.0,,Labour + plant + material as published; reconciles to the published rate.
1609,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Additional allowances to bar reinforcement; Add to the above bars,12-15 m long; high yield steel to BS 4449,tonne,,0,0,99.21,0.0,99.21,0.0,0.0,116.02,0.0,116.02,Stated build-up,High,99.21,0.0,,Labour + plant + material as published; reconciles to the published rate.
1610,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Additional allowances to bar reinforcement; Add to the above bars,"Over 15 m long, per 500 mm increment; mild steel to BS 4449",tonne,,0,0,97.88,0.0,97.88,0.0,0.0,114.46,0.0,114.46,Stated build-up,High,97.88,0.0,,Labour + plant + material as published; reconciles to the published rate.
1611,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Additional allowances to bar reinforcement; Add to the above bars,"Over 15 m long, per 500 mm increment; high yield steel to BS 4449",tonne,,0,0,99.21,0.0,99.21,0.0,0.0,116.02,0.0,116.02,Stated build-up,High,99.21,0.0,,Labour + plant + material as published; reconciles to the published rate.
1613,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",6 mm nominal size,tonne,5.9,308,118.29,3.9,0.0,430.19,483.14,138.33,4.56,0.0,626.03,Stated build-up,High,430.18,0.01,,Labour + plant + material as published; reconciles to the published rate.
1614,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",8 mm nominal size,tonne,5.6,292.33,111.24,3.9,0.0,407.47,458.56,130.08,4.56,0.0,593.2,Stated build-up,High,407.47,0.0,,Labour + plant + material as published; reconciles to the published rate.
1615,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",10 mm nominal size,tonne,4.2,219.25,83.06,3.9,0.0,306.21,343.92,97.13,4.56,0.0,445.61,Stated build-up,High,306.21,0.0,,Labour + plant + material as published; reconciles to the published rate.
1616,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",12 mm nominal size,tonne,3.1,161.83,61.95,3.9,0.0,227.68,253.85,72.44,4.56,0.0,330.85,Stated build-up,High,227.67,0.01,,Labour + plant + material as published; reconciles to the published rate.
1617,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",16 mm nominal size,tonne,2.5,130.51,49.29,3.9,0.0,183.7,204.72,57.64,4.56,0.0,266.92,Stated build-up,High,183.69,0.01,,Labour + plant + material as published; reconciles to the published rate.
1618,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",20 mm nominal size,tonne,2.05,107.02,40.8,3.9,0.0,151.72,167.88,47.71,4.56,0.0,220.15,Stated build-up,High,151.71,0.01,,Labour + plant + material as published; reconciles to the published rate.
1619,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",25 mm nominal size,tonne,2.05,107.02,40.8,3.9,0.0,151.72,167.88,47.71,4.56,0.0,220.15,Stated build-up,High,151.71,0.01,,Labour + plant + material as published; reconciles to the published rate.
1620,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",32 mm nominal size,tonne,1.7,88.74,33.75,3.9,0.0,126.39,139.2,39.47,4.56,0.0,183.23,Stated build-up,High,126.39,0.0,,Labour + plant + material as published; reconciles to the published rate.
1621,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,"Add for cutting, bending, tagging and baling reinforcement on site",40 mm nominal size,tonne,1.7,88.74,33.75,3.9,0.0,126.39,139.2,39.47,4.56,0.0,183.23,Stated build-up,High,126.39,0.0,,Labour + plant + material as published; reconciles to the published rate.
1623,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,12 mm,nr,0.09,15.17,0,14.03,0.0,29.2,23.8,0.0,16.41,0.0,40.21,Stated build-up,High,29.2,0.0,,Labour + plant + material as published; reconciles to the published rate.
1624,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,16 mm,nr,0.09,15.17,0,16.58,0.0,31.75,23.8,0.0,19.39,0.0,43.19,Stated build-up,High,31.75,0.0,,Labour + plant + material as published; reconciles to the published rate.
1625,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,20 mm,nr,0.09,15.17,0,24.57,0.0,39.74,23.8,0.0,28.73,0.0,52.53,Stated build-up,High,39.75,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1626,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,25 mm,nr,0.09,15.17,0,33.9,0.0,49.07,23.8,0.0,39.64,0.0,63.44,Stated build-up,High,49.07,0.0,,Labour + plant + material as published; reconciles to the published rate.
1627,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,32 mm,nr,0.09,15.17,0,45.7,0.0,60.87,23.8,0.0,53.44,0.0,77.24,Stated build-up,High,60.87,0.0,,Labour + plant + material as published; reconciles to the published rate.
1628,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Special joints; Lenton type A couplers; threaded ends on reinforcing bars,40 mm,nr,0.09,15.17,0,63.5,0.0,78.67,23.8,0.0,74.26,0.0,98.06,Stated build-up,High,78.67,0.0,,Labour + plant + material as published; reconciles to the published rate.
1630,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,12 mm,nr,0.09,15.17,0,44.36,0.0,59.53,23.8,0.0,51.87,0.0,75.67,Stated build-up,High,59.53,0.0,,Labour + plant + material as published; reconciles to the published rate.
1631,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,16 mm,nr,0.09,15.17,0,51.59,0.0,66.76,23.8,0.0,60.33,0.0,84.13,Stated build-up,High,66.77,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1632,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,20 mm,nr,0.09,15.17,0,56.2,0.0,71.37,23.8,0.0,65.72,0.0,89.52,Stated build-up,High,71.37,0.0,,Labour + plant + material as published; reconciles to the published rate.
1633,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,25 mm,nr,0.09,15.17,0,65.99,0.0,81.16,23.8,0.0,77.17,0.0,100.97,Stated build-up,High,81.17,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1634,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,32 mm,nr,0.09,15.17,0,88.72,0.0,103.89,23.8,0.0,103.75,0.0,127.55,Stated build-up,High,103.89,0.0,,Labour + plant + material as published; reconciles to the published rate.
1635,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Lenton type B couplers; threaded ends on reinforcing bars,40 mm,nr,0.09,15.17,0,130.86,0.0,146.03,23.8,0.0,153.03,0.0,176.83,Stated build-up,High,146.04,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1637,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 0.77 kg/m2; ref D49,m2,0.02,4.05,0.49,1.82,0.0,6.36,6.35,0.57,2.13,0.0,9.05,Stated build-up,High,6.35,0.01,,Labour + plant + material as published; reconciles to the published rate.
1638,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 1.54 kg/m2; ref D98,m2,0.02,4.05,0.49,3.65,0.0,8.19,6.35,0.57,4.27,0.0,11.19,Stated build-up,High,8.18,0.01,,Labour + plant + material as published; reconciles to the published rate.
1639,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 1.54 kg/m2; ref A98,m2,0.03,5.39,0.74,7.13,0.0,13.26,8.45,0.87,8.34,0.0,17.66,Stated build-up,High,13.26,0.0,,Labour + plant + material as published; reconciles to the published rate.
1640,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 2.22 kg/m2; ref A142,m2,0.03,5.23,0.74,5.87,0.0,11.84,8.2,0.87,6.86,0.0,15.93,Stated build-up,High,11.83,0.01,,Labour + plant + material as published; reconciles to the published rate.
1641,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 2.61 kg/m2; ref C283,m2,0.03,5.06,0.74,7.68,0.0,13.48,7.94,0.87,8.98,0.0,17.79,Stated build-up,High,13.48,0.0,,Labour + plant + material as published; reconciles to the published rate.
1642,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 3.02 kg/m2; ref A193,m2,0.04,6.74,0.97,8.35,0.0,16.06,10.57,1.13,9.76,0.0,21.46,Stated build-up,High,16.06,0.0,,Labour + plant + material as published; reconciles to the published rate.
1643,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 3.05 kg/m2; ref B196,m2,0.04,6.74,0.97,15.62,0.0,23.33,10.57,1.13,18.27,0.0,29.97,Stated build-up,High,23.34,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1644,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 3.41 kg/m2; ref C385,m2,0.04,6.74,0.97,10.09,0.0,17.8,10.57,1.13,11.8,0.0,23.5,Stated build-up,High,17.8,0.0,,Labour + plant + material as published; reconciles to the published rate.
1645,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 3.73 kg/m2; ref B283,m2,0.04,6.74,0.97,12.61,0.0,20.32,10.57,1.13,14.75,0.0,26.45,Stated build-up,High,20.32,0.0,,Labour + plant + material as published; reconciles to the published rate.
1646,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 3.95 kg/m2; ref A252,m2,0.04,6.74,0.97,9.25,0.0,16.96,10.57,1.13,10.82,0.0,22.52,Stated build-up,High,16.96,0.0,,Labour + plant + material as published; reconciles to the published rate.
1647,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 4.34 kg/m2; ref C503,m2,0.05,8.43,1.23,12.79,0.0,22.45,13.22,1.44,14.96,0.0,29.62,Stated build-up,High,22.44,0.01,,Labour + plant + material as published; reconciles to the published rate.
1648,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 4.35 kg/m2; ref B385,m2,0.05,8.43,1.23,13.45,0.0,23.11,13.22,1.44,15.73,0.0,30.39,Stated build-up,High,23.11,0.0,,Labour + plant + material as published; reconciles to the published rate.
1649,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 5.55 kg/m2; ref C636,m2,0.05,8.43,1.23,16.04,0.0,25.7,13.22,1.44,18.76,0.0,33.42,Stated build-up,High,25.7,0.0,,Labour + plant + material as published; reconciles to the published rate.
1650,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 5.93 kg/m2; ref B503,m2,0.05,8.43,1.23,19.35,0.0,29.01,13.22,1.44,22.63,0.0,37.29,Stated build-up,High,29.01,0.0,,Labour + plant + material as published; reconciles to the published rate.
1651,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 6.16 kg/m2; ref A393,m2,0.07,11.8,1.71,14.21,0.0,27.72,18.51,2.0,16.62,0.0,37.13,Stated build-up,High,27.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1652,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 6.72 kg/m2; ref C785,m2,0.07,11.8,1.71,18.19,0.0,31.7,18.51,2.0,21.27,0.0,41.78,Stated build-up,High,31.7,0.0,,Labour + plant + material as published; reconciles to the published rate.
1653,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 8.14 kg/m2; ref B785,m2,0.08,13.49,1.94,25.01,0.0,40.44,21.16,2.27,29.25,0.0,52.68,Stated build-up,High,40.44,0.0,,Labour + plant + material as published; reconciles to the published rate.
1654,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Steel fabric to BS 4483,nominal mass 10.90 kg/m2; ref B1131,m2,0.09,15.17,2.17,32.91,0.0,50.25,23.8,2.54,38.48,0.0,64.82,Stated build-up,High,50.26,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1657,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Joint Filler; Open surface plain; average width,ne 0.5 m; scabbling concrete for subsequent pour,m2,0.04,3.01,3.39,0,0.0,6.4,4.72,3.96,0.0,0.0,8.68,Stated build-up,High,6.41,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1658,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Joint Filler; Open surface plain; average width,0.5-1 m; scabbling concrete for subsequent pour,m2,0.03,2.26,2.61,0,0.0,4.87,3.55,3.05,0.0,0.0,6.6,Stated build-up,High,4.87,0.0,,Labour + plant + material as published; reconciles to the published rate.
1660,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Open surface with filler; average width,ne 0.5 m; 12 mm Flexcell joint filler,m2,0.04,3.01,3.39,13.85,0.0,20.25,4.72,3.96,16.2,0.0,24.88,Stated build-up,High,20.26,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1661,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Open surface with filler; average width,0.5-1 m; 12 mm Flexcell joint filler,m2,0.04,3.01,3.39,13.85,0.0,20.25,4.72,3.96,16.2,0.0,24.88,Stated build-up,High,20.26,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1662,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Open surface with filler; average width,ne 0.5 m; 19 mm Flexcell joint filler,m2,0.05,3.77,4.19,23.19,0.0,31.15,5.91,4.9,27.12,0.0,37.93,Stated build-up,High,31.14,0.01,,Labour + plant + material as published; reconciles to the published rate.
1663,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Open surface with filler; average width,0.5-1 m; 19 mm Flexcell joint filler,m2,0.05,3.77,4.19,23.19,0.0,31.15,5.91,4.9,27.12,0.0,37.93,Stated build-up,High,31.14,0.01,,Labour + plant + material as published; reconciles to the published rate.
1665,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Formed surface plain; average width (including formwork),ne 0.5 m,m2,0.24,18.09,20.36,23.84,0.0,62.29,28.38,23.81,27.88,0.0,80.07,Stated build-up,High,62.29,0.0,,Labour + plant + material as published; reconciles to the published rate.
1666,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Formed surface plain; average width (including formwork),0.5-1.0 m,m2,0.24,18.09,20.36,23.84,0.0,62.29,28.38,23.81,27.88,0.0,80.07,Stated build-up,High,62.29,0.0,,Labour + plant + material as published; reconciles to the published rate.
1668,IMG_0087,CLASS G: CONCRETE ANCILLARIES,06 JOINTS,Formed surface with filler; average width,ne 0.5 m; 10 mm Flexcell joint filler,m2,0.4,30.15,25.34,37.69,0.0,93.18,47.29,29.63,44.07,0.0,120.99,Stated build-up,High,93.17,0.01,,Labour + plant + material as published; reconciles to the published rate.
1671,IMG_0089,CLASS G: CONCRETE ANCILLARIES,CONCRETE FINISHING / ACCESSORIES,Finishing of top surfaces (continued),steel trowel; level,m2,0.03,2.26,0,0,0.0,2.26,3.55,0.0,0.0,0.0,3.55,Stated build-up,High,2.26,0.0,,Labour + plant + material as published; reconciles to the published rate.
1672,IMG_0089,CLASS G: CONCRETE ANCILLARIES,CONCRETE FINISHING / ACCESSORIES,Finishing of top surfaces (continued),steel trowel; falls or cross-falls,m2,0.05,3.77,0,0,0.0,3.77,5.91,0.0,0.0,0.0,5.91,Stated build-up,High,3.77,0.0,,Labour + plant + material as published; reconciles to the published rate.
