Ref,Page,Class,Section,Sub-heading,Item,Unit,Gang hrs,Labour £,Plant £,Material £,Sub-contract £,UK COST £,Labour €,Plant €,Material €,Sub-contract €,IRISH COST €,Derivation basis,Confidence,Published rate £ (superseded),Variance £,Flag,Derivation note
1505,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane battered, width",0.2-0.40 m,m2,0.43,48.35,9.07,66,0.0,123.42,75.84,10.61,77.18,0.0,163.63,Stated build-up,High,123.42,0.0,,Labour + plant + material as published; reconciles to the published rate.
1506,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane battered, width",0.4-1.22 m,m2,0.43,48.35,9.07,66,0.0,123.42,75.84,10.61,77.18,0.0,163.63,Stated build-up,High,123.42,0.0,,Labour + plant + material as published; reconciles to the published rate.
1507,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane battered, width",exceeding 1.22 m,m2,0.4,44.98,8.4,66,0.0,119.38,70.56,9.82,77.18,0.0,157.56,Stated build-up,High,119.38,0.0,,Labour + plant + material as published; reconciles to the published rate.
1509,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane vertical, width",ne 0.1 m,m,0.12,13.49,4.29,13.98,0.0,31.76,21.16,5.02,16.35,0.0,42.53,Stated build-up,High,31.77,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1510,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane vertical, width",0.1-0.20 m,m,0.2,22.49,7.15,16.74,0.0,46.38,35.28,8.36,19.58,0.0,63.22,Stated build-up,High,46.39,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1511,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane vertical, width",0.2-0.40 m,m2,0.74,83.21,15.54,59.29,0.0,158.04,130.53,18.17,69.33,0.0,218.03,Stated build-up,High,158.05,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1512,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane vertical, width",0.4-1.22 m,m2,0.53,59.6,11.17,59.29,0.0,130.06,93.49,13.06,69.33,0.0,175.88,Stated build-up,High,130.06,0.0,,Labour + plant + material as published; reconciles to the published rate.
1513,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Plane vertical, width",exceeding 1.22 m,m2,0.48,53.98,10.08,59.29,0.0,123.35,84.67,11.79,69.33,0.0,165.79,Stated build-up,High,123.35,0.0,,Labour + plant + material as published; reconciles to the published rate.
1515,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 0.5 m radius, width",ne 0.1 m,m,0.2,11.26,7.15,20.7,0.0,39.11,17.66,8.36,24.21,0.0,50.23,Stated build-up,High,39.11,0.0,,Labour + plant + material as published; reconciles to the published rate.
1516,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 0.5 m radius, width",0.1-0.20 m,m,0.25,14.08,8.92,16.74,0.0,39.74,22.09,10.43,19.58,0.0,52.1,Stated build-up,High,39.74,0.0,,Labour + plant + material as published; reconciles to the published rate.
1517,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 0.5 m radius, width",0.2-0.40 m,m2,0.9,101.21,18.91,66,0.0,186.12,158.76,22.11,77.18,0.0,258.05,Stated build-up,High,186.11,0.01,,Labour + plant + material as published; reconciles to the published rate.
1518,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 0.5 m radius, width",0.4-1.22 m,m2,0.72,80.96,15.12,66,0.0,162.08,127.0,17.68,77.18,0.0,221.86,Stated build-up,High,162.09,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1519,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 0.5 m radius, width",exceeding 1.22 m,m2,0.65,73.09,13.69,66,0.0,152.78,114.65,16.01,77.18,0.0,207.84,Stated build-up,High,152.78,0.0,,Labour + plant + material as published; reconciles to the published rate.
1521,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 1.0 m radius, width",ne 0.1 m,m,0.18,10.14,6.44,20.7,0.0,37.28,15.91,7.53,24.21,0.0,47.65,Stated build-up,High,37.27,0.01,,Labour + plant + material as published; reconciles to the published rate.
1522,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 1.0 m radius, width",0.1-0.20 m,m,0.22,12.39,7.87,16.74,0.0,37.0,19.44,9.2,19.58,0.0,48.22,Stated build-up,High,37,0.0,,Labour + plant + material as published; reconciles to the published rate.
1523,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 1.0 m radius, width",0.2-0.40 m,m2,0.84,94.46,29.45,66,0.0,189.91,148.17,34.44,77.18,0.0,259.79,Stated build-up,High,189.91,0.0,,Labour + plant + material as published; reconciles to the published rate.
1524,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 1.0 m radius, width",0.4-1.22 m,m2,0.66,74.22,13.86,66,0.0,154.08,116.42,16.21,77.18,0.0,209.81,Stated build-up,High,154.08,0.0,,Labour + plant + material as published; reconciles to the published rate.
1525,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Curved to one radius in one plane, 1.0 m radius, width",exceeding 1.22 m,m2,0.52,58.47,10.92,66,0.0,135.39,91.72,12.77,77.18,0.0,181.67,Stated build-up,High,135.4,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1527,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",small void; depth ne 0.5 m,nr,0.07,3.94,0,19.93,0.0,23.87,6.18,0.0,23.31,0.0,29.49,Stated build-up,High,23.87,0.0,,Labour + plant + material as published; reconciles to the published rate.
1528,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",small void; depth 0.5-1.0 m,nr,0.12,6.76,0,38.89,0.0,45.65,10.6,0.0,45.48,0.0,56.08,Stated build-up,High,45.64,0.01,,Labour + plant + material as published; reconciles to the published rate.
1529,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",small void; depth ne 1.0-2.0 m,nr,0.16,9.01,0,60.99,0.0,70.0,14.13,0.0,71.32,0.0,85.45,Stated build-up,High,70,0.0,,Labour + plant + material as published; reconciles to the published rate.
1530,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",large void; depth ne 0.5 m,nr,0.14,7.88,0,48.75,0.0,56.63,12.36,0.0,57.01,0.0,69.37,Stated build-up,High,56.63,0.0,,Labour + plant + material as published; reconciles to the published rate.
1531,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",large void; depth 0.5-1.0 m,nr,0.33,18.58,0,84.8,0.0,103.38,29.15,0.0,99.17,0.0,128.32,Stated build-up,High,103.38,0.0,,Labour + plant + material as published; reconciles to the published rate.
1532,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"For voids, using void former",large void; depth 1.0-2.0 m,nr,0.58,32.66,0,135.82,0.0,168.48,51.23,0.0,158.83,0.0,210.06,Stated build-up,High,168.48,0.0,,Labour + plant + material as published; reconciles to the published rate.
1534,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,0.5,28.16,17.88,34.66,0.0,80.7,44.17,20.91,40.53,0.0,105.61,Stated build-up,High,80.7,0.0,,Labour + plant + material as published; reconciles to the published rate.
1535,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,0.57,32.1,11.94,66.58,0.0,110.62,50.35,13.96,77.86,0.0,142.17,Stated build-up,High,110.62,0.0,,Labour + plant + material as published; reconciles to the published rate.
1536,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,0.69,38.85,14.52,81.7,0.0,135.07,60.94,16.98,95.54,0.0,173.46,Stated build-up,High,135.07,0.0,,Labour + plant + material as published; reconciles to the published rate.
1537,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,0.57,32.1,11.94,40.26,0.0,84.3,50.35,13.96,47.08,0.0,111.39,Stated build-up,High,84.3,0.0,,Labour + plant + material as published; reconciles to the published rate.
1538,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,0.57,32.1,11.94,58.18,0.0,102.22,50.35,13.96,68.04,0.0,132.35,Stated build-up,High,102.21,0.01,,Labour + plant + material as published; reconciles to the published rate.
1539,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,0.64,36.04,13.44,72.74,0.0,122.22,56.53,15.72,85.06,0.0,157.31,Stated build-up,High,122.22,0.0,,Labour + plant + material as published; reconciles to the published rate.
1540,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,1.2,134.94,25.21,87.3,0.0,247.45,211.67,29.48,102.09,0.0,343.24,Stated build-up,High,247.45,0.0,,Labour + plant + material as published; reconciles to the published rate.
1541,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,1.6,179.92,33.61,128.74,0.0,342.27,282.23,39.3,150.55,0.0,472.08,Stated build-up,High,342.27,0.0,,Labour + plant + material as published; reconciles to the published rate.
1542,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,4.6,517.27,96.63,637.51,0.0,1251.41,811.41,113.0,745.5,0.0,1669.91,Stated build-up,High,1251.41,0.0,,Labour + plant + material as published; reconciles to the published rate.
1543,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,0.1,5.63,3.58,16.74,0.0,25.95,8.83,4.19,19.58,0.0,32.6,Stated build-up,High,25.95,0.0,,Labour + plant + material as published; reconciles to the published rate.
1544,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,0.1,5.63,3.58,16.74,0.0,25.95,8.83,4.19,19.58,0.0,32.6,Stated build-up,High,25.95,0.0,,Labour + plant + material as published; reconciles to the published rate.
1546,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,0.28,15.77,5.01,0.06,0.0,20.84,24.74,5.86,0.07,0.0,30.67,Stated build-up,High,20.83,0.01,,Labour + plant + material as published; reconciles to the published rate.
1547,IMG_0086,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,0.2,11.26,4.29,0.24,0.0,15.79,17.66,5.02,0.28,0.0,22.96,Stated build-up,High,15.8,-0.01,,Labour + plant + material as published; reconciles to the published rate.
1551,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,6 mm nominal size,tonne,8,1348.71,194.3,1016.98,0.0,2559.99,2115.63,227.21,1189.26,0.0,3532.1,Stated build-up,High,2559.99,0.0,,Labour + plant + material as published; reconciles to the published rate.
1552,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,1016.98,0.0,2316.97,1782.42,191.43,1189.26,0.0,3163.11,Stated build-up,High,2316.97,0.0,,Labour + plant + material as published; reconciles to the published rate.
1553,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,1016.95,0.0,2316.94,1782.42,191.43,1189.22,0.0,3163.07,Stated build-up,High,2316.93,0.01,,Labour + plant + material as published; reconciles to the published rate.
1554,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,12 mm nominal size,tonne,6.74,1136.29,163.7,1016.95,0.0,2316.94,1782.42,191.43,1189.22,0.0,3163.07,Stated build-up,High,2316.93,0.01,,Labour + plant + material as published; reconciles to the published rate.
1555,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,16 mm nominal size,tonne,6.15,1036.82,149.38,1016.95,0.0,2203.15,1626.39,174.68,1189.22,0.0,2990.29,Stated build-up,High,2203.15,0.0,,Labour + plant + material as published; reconciles to the published rate.
1556,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,20 mm nominal size,tonne,4.44,748.53,107.84,1016.95,0.0,1873.32,1174.17,126.11,1189.22,0.0,2489.5,Stated build-up,High,1873.32,0.0,,Labour + plant + material as published; reconciles to the published rate.
1557,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,25 mm nominal size,tonne,4.44,748.53,107.84,1016.95,0.0,1873.32,1174.17,126.11,1189.22,0.0,2489.5,Stated build-up,High,1873.32,0.0,,Labour + plant + material as published; reconciles to the published rate.
1558,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,32 mm nominal size,tonne,4.44,748.53,107.84,1016.95,0.0,1873.32,1174.17,126.11,1189.22,0.0,2489.5,Stated build-up,High,1873.32,0.0,,Labour + plant + material as published; reconciles to the published rate.
1559,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in straight lengths,40 mm nominal size,tonne,4.44,748.53,107.84,1016.95,0.0,1873.32,1174.17,126.11,1189.22,0.0,2489.5,Stated build-up,High,1873.32,0.0,,Labour + plant + material as published; reconciles to the published rate.
1561,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,6 mm nominal size,tonne,8,1348.71,194.3,1147.03,0.0,2690.04,2115.63,227.21,1341.34,0.0,3684.18,Stated build-up,High,2690.03,0.01,,Labour + plant + material as published; reconciles to the published rate.
1562,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,1147.03,0.0,2447.02,1782.42,191.43,1341.34,0.0,3315.19,Stated build-up,High,2447.01,0.01,,Labour + plant + material as published; reconciles to the published rate.
1563,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,1147.03,0.0,2447.02,1782.42,191.43,1341.34,0.0,3315.19,Stated build-up,High,2447.01,0.01,,Labour + plant + material as published; reconciles to the published rate.
1564,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,12 mm nominal size,tonne,6.74,1136.29,163.7,1147.03,0.0,2447.02,1782.42,191.43,1341.34,0.0,3315.19,Stated build-up,High,2447.01,0.01,,Labour + plant + material as published; reconciles to the published rate.
1565,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,16 mm nominal size,tonne,6.15,1036.82,149.38,1147.03,0.0,2333.23,1626.39,174.68,1341.34,0.0,3142.41,Stated build-up,High,2333.22,0.01,,Labour + plant + material as published; reconciles to the published rate.
1566,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,20 mm nominal size,tonne,4.44,748.53,107.84,1147.03,0.0,2003.4,1174.17,126.11,1341.34,0.0,2641.62,Stated build-up,High,2003.4,0.0,,Labour + plant + material as published; reconciles to the published rate.
1567,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,25 mm nominal size,tonne,4.44,748.53,107.84,1147.03,0.0,2003.4,1174.17,126.11,1341.34,0.0,2641.62,Stated build-up,High,2003.4,0.0,,Labour + plant + material as published; reconciles to the published rate.
1568,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,32 mm nominal size,tonne,4.44,748.53,107.84,1147.03,0.0,2003.4,1174.17,126.11,1341.34,0.0,2641.62,Stated build-up,High,2003.4,0.0,,Labour + plant + material as published; reconciles to the published rate.
1569,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Plain round mild steel bars to BS 4449; Bars; supplied in bent and cut lengths,40 mm nominal size,tonne,4.44,748.53,107.84,1147.03,0.0,2003.4,1174.17,126.11,1341.34,0.0,2641.62,Stated build-up,High,2003.4,0.0,,Labour + plant + material as published; reconciles to the published rate.
1571,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,6 mm nominal size,tonne,8,1348.71,194.3,1162.24,0.0,2705.25,2115.63,227.21,1359.12,0.0,3701.96,Stated build-up,High,2705.25,0.0,,Labour + plant + material as published; reconciles to the published rate.
1572,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,1162.22,0.0,2462.21,1782.42,191.43,1359.1,0.0,3332.95,Stated build-up,High,2462.21,0.0,,Labour + plant + material as published; reconciles to the published rate.
1573,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,1162.24,0.0,2462.23,1782.42,191.43,1359.12,0.0,3332.97,Stated build-up,High,2462.22,0.01,,Labour + plant + material as published; reconciles to the published rate.
1574,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,12 mm nominal size,tonne,6.74,1136.29,163.7,1162.24,0.0,2462.23,1782.42,191.43,1359.12,0.0,3332.97,Stated build-up,High,2462.22,0.01,,Labour + plant + material as published; reconciles to the published rate.
1575,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,16 mm nominal size,tonne,6.15,1036.82,149.38,1162.24,0.0,2348.44,1626.39,174.68,1359.12,0.0,3160.19,Stated build-up,High,2348.44,0.0,,Labour + plant + material as published; reconciles to the published rate.
1576,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,20 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1577,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,25 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1578,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,32 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1579,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in straight lengths,40 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1581,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths,6 mm nominal size,tonne,8,1348.71,194.3,1162.24,0.0,2705.25,2115.63,227.21,1359.12,0.0,3701.96,Stated build-up,High,2705.25,0.0,,Labour + plant + material as published; reconciles to the published rate.
1582,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,1162.24,0.0,2462.23,1782.42,191.43,1359.12,0.0,3332.97,Stated build-up,High,2462.22,0.01,,Labour + plant + material as published; reconciles to the published rate.
1583,IMG_0086,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,1162.23,0.0,2462.22,1782.42,191.43,1359.11,0.0,3332.96,Stated build-up,High,2462.21,0.01,,Labour + plant + material as published; reconciles to the published rate.
1585,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),12 mm nominal size,tonne,6.74,1136.29,163.7,1162.24,0.0,2462.23,1782.42,191.43,1359.12,0.0,3332.97,Stated build-up,High,2462.22,0.01,,Labour + plant + material as published; reconciles to the published rate.
1586,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),16 mm nominal size,tonne,6.15,1036.82,149.38,1162.24,0.0,2348.44,1626.39,174.68,1359.12,0.0,3160.19,Stated build-up,High,2348.42,0.02,,Labour + plant + material as published; reconciles to the published rate.
1587,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),20 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1588,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),25 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1589,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),32 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1590,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Deformed high yield steel bars to BS 4449; Bars; supplied in bent and cut lengths (continued),40 mm nominal size,tonne,4.44,748.53,107.84,1162.24,0.0,2018.61,1174.17,126.11,1359.12,0.0,2659.4,Stated build-up,High,2018.61,0.0,,Labour + plant + material as published; reconciles to the published rate.
1592,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,8 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1593,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,10 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1594,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,12 mm nominal size,tonne,6.74,1136.29,163.7,6277.35,0.0,7577.34,1782.42,191.43,7340.73,0.0,9314.58,Stated build-up,High,7577.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
1595,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,16 mm nominal size,tonne,6.15,1036.82,149.38,6277.35,0.0,7463.55,1626.39,174.68,7340.73,0.0,9141.8,Stated build-up,High,7463.55,0.0,,Labour + plant + material as published; reconciles to the published rate.
1596,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,20 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
1597,IMG_0087,CLASS G: CONCRETE ANCILLARIES,05 REINFORCEMENT,Stainless steel bars; Alloy 1.4301; Bars; supplied in straight lengths,25 mm nominal size,tonne,4.44,748.53,107.84,6277.35,0.0,7133.72,1174.17,126.11,7340.73,0.0,8641.01,Stated build-up,High,7133.72,0.0,,Labour + plant + material as published; reconciles to the published rate.
