Item ref,Class,Section,Sub-heading,Item,Unit,Labour EUR,Plant EUR,Material EUR,Sub-contract EUR,TOTAL COST EUR,WBS lines,Book-derived EUR,Variance EUR
2988,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 2500 depth to invert,concrete surround,nr,135.35,39.21,240.83,0,415.39,8,415.37,0.02
2989,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 2500 depth to invert,"concrete benching, main and branch channels",nr,258.6,53.66,197.52,0,509.78,8,509.8,-0.02
2990,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 2500 depth to invert,step irons,nr,32.33,3.2,214.43,0,249.96,8,249.97,-0.01
2991,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 2500 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
2992,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 2500 depth to invert,TOTAL,nr,1654.35,714.79,1988.3,0,4357.44,8,4357.44,0.0
2994,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 3000 depth to invert,"excavation, support, backfilling and disposal",nr,519.77,263.02,0,0,782.79,7,782.8,-0.01
2995,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 3000 depth to invert,concrete base,nr,34.95,9.02,85.55,0,129.52,8,129.53,-0.01
2996,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 3000 depth to invert,main chamber rings,nr,675.17,373.18,703.71,0,1752.06,8,1752.06,0.0
2997,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 3000 depth to invert,cover slab,nr,134.65,74.45,264.18,0,473.28,8,473.27,0.01
2998,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1200 dia. x 3000 depth to invert,concrete surround,nr,163.18,47.28,290.35,0,500.81,8,500.81,0.0
3000,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),"concrete benching, main and branch channels",nr,258.6,53.67,197.52,0,509.79,11,509.8,-0.01
3001,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),step irons,nr,36.39,3.6,241.24,0,281.23,11,281.22,0.01
3002,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),access cover and frame,nr,63.0,5.17,399.36,0,467.53,11,467.53,0.0
3003,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),TOTAL,nr,1885.71,829.36,2181.91,0,4896.98,11,4897.0,-0.02
3005,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,"excavation, support, backfilling and disposal",nr,718.27,291.54,0,0,1009.81,7,1009.8,0.01
3006,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,concrete base,nr,79.69,20.57,195.07,0,295.33,8,295.33,0.0
3007,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,main chamber rings,nr,577.08,318.98,1235.4,0,2131.46,8,2131.46,0.0
3008,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,cover slab,nr,173.13,95.71,712.26,0,981.1,8,981.09,0.01
3009,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,concrete surround,nr,163.18,47.28,290.35,0,500.81,8,500.81,0.0
3010,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,"concrete benching, main and branch channels",nr,311.53,63.82,224.71,0,600.06,8,600.05,0.01
3011,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,step irons,nr,24.26,2.4,160.83,0,187.49,8,187.48,0.01
3012,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3013,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2000 depth to invert,TOTAL,nr,2110.1,845.45,3217.98,0,6173.53,8,6173.54,-0.01
3015,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,"excavation, support, backfilling and disposal",nr,937.01,420.01,0,0,1357.02,7,1357.03,-0.01
3016,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,concrete base,nr,79.69,20.57,195.07,0,295.33,8,295.33,0.0
3017,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,main chamber rings,nr,721.35,398.72,1544.25,0,2664.32,8,2664.31,0.01
3018,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,cover slab,nr,173.13,95.71,712.26,0,981.1,8,981.09,0.01
3019,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,concrete surround,nr,203.5,58.95,362.09,0,624.54,8,624.55,-0.01
3020,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,"concrete benching, main and branch channels",nr,311.53,63.82,224.71,0,600.06,8,600.05,0.01
3021,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,step irons,nr,32.33,3.2,214.43,0,249.96,8,249.97,-0.01
3022,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3023,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 2500 depth to invert,TOTAL,nr,2521.52,1066.17,3652.16,0,7239.85,8,7239.84,0.01
3025,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,"excavation, support, backfilling and disposal",nr,1125.38,506.56,0,0,1631.94,7,1631.93,0.01
3026,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,concrete base,nr,79.69,20.57,195.07,0,295.33,8,295.33,0.0
3027,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,main chamber rings,nr,865.63,478.46,1853.1,0,3197.19,8,3197.19,0.0
3028,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,cover slab,nr,173.13,95.71,712.26,0,981.1,8,981.09,0.01
3029,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,concrete surround,nr,243.8,70.65,433.82,0,748.27,8,748.27,0.0
3030,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,"concrete benching, main and branch channels",nr,311.53,63.82,224.71,0,600.06,8,600.05,0.01
3031,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,step irons,nr,36.39,3.6,241.24,0,281.23,8,281.22,0.01
3032,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3033,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3000 depth to invert,TOTAL,nr,2898.52,1244.53,4059.56,0,8202.61,8,8202.61,0.0
3035,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,"excavation, support, backfilling and disposal",nr,1365.15,742.84,0,0,2107.99,7,2107.98,0.01
3036,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,concrete base,nr,79.69,20.57,195.07,0,295.33,8,295.33,0.0
3037,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,main chamber rings,nr,1009.89,558.21,2161.95,0,3730.05,8,3730.05,0.0
3038,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,cover slab,nr,173.13,95.71,712.26,0,981.1,8,981.09,0.01
3039,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,concrete surround,nr,285.08,82.59,507.26,0,874.93,8,874.93,0.0
3040,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,"concrete benching, main and branch channels",nr,311.53,63.82,224.71,0,600.06,8,600.05,0.01
3041,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,step irons,nr,44.46,4.41,294.84,0,343.71,8,343.71,0.0
3042,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3043,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 3500 depth to invert,TOTAL,nr,3331.9,1573.32,4495.45,0,9400.67,8,9400.68,-0.01
3045,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,"excavation, support, backfilling and disposal",nr,1559.24,848.68,0,0,2407.92,7,2407.92,0.0
3046,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,concrete base,nr,79.69,20.57,195.07,0,295.33,8,295.33,0.0
3047,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,main chamber rings,nr,1154.15,637.96,2470.8,0,4262.91,8,4262.9,0.01
3048,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,cover slab,nr,173.13,95.71,712.26,0,981.1,8,981.09,0.01
3049,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,concrete surround,nr,325.38,94.28,579.0,0,998.66,8,998.67,-0.01
3050,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,"concrete benching, main and branch channels",nr,311.53,63.82,224.71,0,600.06,8,600.05,0.01
3051,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,step irons,nr,52.53,5.2,348.45,0,406.18,8,406.19,-0.01
3052,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3053,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,1800 dia. x 4000 depth to invert,TOTAL,nr,3718.66,1771.4,4929.65,0,10419.71,8,10419.71,0.0
3055,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,"excavation, support, backfilling and disposal",nr,899.25,758.79,0,0,1658.04,7,1658.03,0.01
3056,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,concrete base,nr,142.6,36.82,349.07,0,528.49,8,528.48,0.01
3057,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,main chamber rings,nr,1167.71,1586.48,5298.05,0,8052.24,8,8052.24,0.0
3058,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,cover slab,nr,237.88,323.2,2019.87,0,2580.95,8,2580.95,0.0
3059,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,concrete surround,nr,325.38,94.28,579.0,0,998.66,8,998.67,-0.01
3060,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,"concrete benching, main and branch channels",nr,334.66,63.82,224.71,0,623.19,8,623.19,0.0
3061,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,step irons,nr,36.39,3.6,241.24,0,281.23,8,281.22,0.01
3062,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3063,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 3000 depth to invert,TOTAL,nr,3206.83,2872.16,9111.3,0,15190.29,8,15190.29,0.0
3065,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,"excavation, support, backfilling and disposal",nr,3053.64,1505.08,0,0,4558.72,7,4558.71,0.01
3066,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,concrete base,nr,142.6,36.82,349.07,0,528.49,8,528.48,0.01
3067,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,main chamber rings,nr,1751.56,2379.72,7947.07,0,12078.35,8,12078.36,-0.01
3068,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,cover slab,nr,237.88,323.2,2019.87,0,2580.95,8,2580.95,0.0
3069,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,concrete surround,nr,488.58,141.55,869.36,0,1499.49,8,1499.48,0.01
3070,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,"concrete benching, main and branch channels",nr,334.66,63.82,224.71,0,623.19,8,623.19,0.0
3071,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,step irons,nr,56.58,5.6,375.25,0,437.43,8,437.44,-0.01
3072,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3073,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2400 dia. x 4500 depth to invert,TOTAL,nr,6128.48,4460.96,12184.69,0,22774.13,8,22774.13,0.0
3075,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,"excavation, support, backfilling and disposal",nr,2463.96,1002.91,0,0,3466.87,7,3466.86,0.01
3076,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,concrete base,nr,180.35,46.57,441.47,0,668.39,8,668.38,0.01
3077,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,main chamber rings,nr,1297.45,1762.75,5717.09,0,8777.29,8,8777.3,-0.01
3078,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,cover slab,nr,259.49,352.55,4063.14,0,4675.18,8,4675.18,0.0
3079,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,concrete surround,nr,366.66,106.23,652.44,0,1125.33,8,1125.35,-0.02
3080,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,"concrete benching, main and branch channels",nr,343.91,63.82,224.71,0,632.44,8,632.44,0.0
3081,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,step irons,nr,36.39,3.6,241.24,0,281.23,8,281.22,0.01
3082,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3083,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 3000 depth to invert,TOTAL,nr,5011.2,3343.58,11739.45,0,20094.23,8,20094.24,-0.01
3085,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,"excavation, support, backfilling and disposal",nr,3837.02,1823.6,0,0,5660.62,7,5660.62,0.0
3086,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,concrete base,nr,179.38,46.33,439.75,0,665.46,8,665.47,-0.01
3087,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,main chamber rings,nr,1946.19,2644.13,8575.64,0,13165.96,8,13165.96,0.0
3088,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,cover slab,nr,259.49,352.55,4063.14,0,4675.18,8,4675.18,0.0
3089,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,concrete surround,nr,550.0,159.36,978.66,0,1688.02,8,1688.02,0.0
3090,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,2700 dia. x 4500 depth to invert,"concrete benching, main and branch channels",nr,343.91,63.82,224.71,0,632.44,8,632.44,0.0
3092,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),step irons,nr,56.58,5.6,375.25,0,437.43,11,437.44,-0.01
3093,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),access cover and frame,nr,63.0,5.17,399.36,0,467.53,11,467.53,0.0
3094,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),TOTAL,nr,7235.58,5100.53,15056.53,0,27392.64,11,27392.65,-0.01
3096,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,"excavation, support, backfilling and disposal",nr,3025.87,1205.76,0,0,4231.63,7,4231.62,0.01
3097,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,concrete base,nr,222.3,57.4,544.15,0,823.85,8,823.83,0.02
3098,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,main chamber rings,nr,1394.76,1894.91,7328.1,0,10617.77,8,10617.77,0.0
3099,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,cover slab,nr,34.0,71.81,3877.91,0,3983.72,8,3983.71,0.01
3100,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,concrete surround,nr,406.97,117.92,724.17,0,1249.06,8,1249.08,-0.02
3101,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,"concrete benching, main and branch channels",nr,377.16,63.82,224.71,0,665.69,8,665.68,0.01
3102,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,step irons,nr,36.39,3.6,241.24,0,281.23,8,281.22,0.01
3103,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3104,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 3000 depth to invert,TOTAL,nr,5560.42,3420.37,13339.64,0,22320.43,8,22320.42,0.01
3106,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,"excavation, support, backfilling and disposal",nr,4709.01,2170.84,0,0,6879.85,7,6879.85,0.0
3107,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,concrete base,nr,222.3,57.4,544.15,0,823.85,8,823.83,0.02
3108,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,main chamber rings,nr,2092.14,2842.36,10992.16,0,15926.66,8,15926.66,0.0
3109,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,cover slab,nr,34.0,71.81,3877.91,0,3983.72,8,3983.71,0.01
3110,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,concrete surround,nr,610.48,176.87,1086.27,0,1873.62,8,1873.62,0.0
3111,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,"concrete benching, main and branch channels",nr,377.16,63.82,224.71,0,665.69,8,665.68,0.01
3112,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,step irons,nr,56.58,5.6,375.25,0,437.43,8,437.44,-0.01
3113,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3114,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 4500 depth to invert,TOTAL,nr,8164.65,5393.87,17499.79,0,31058.31,8,31058.31,0.0
3116,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,"excavation, support, backfilling and disposal",nr,6278.32,2894.38,0,0,9172.7,7,9172.69,0.01
3117,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,concrete base,nr,222.3,57.4,544.15,0,823.85,8,823.83,0.02
3118,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,main chamber rings,nr,2789.54,3789.8,14656.21,0,21235.55,8,21235.55,0.0
3119,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,cover slab,nr,34.0,71.81,3877.91,0,3983.72,8,3983.71,0.01
3120,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,concrete surround,nr,813.97,235.84,1448.35,0,2498.16,8,2498.14,0.02
3121,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,"concrete benching, main and branch channels",nr,377.16,63.82,224.71,0,665.69,8,665.68,0.01
3122,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,step irons,nr,76.79,7.6,509.27,0,593.66,8,593.67,-0.01
3123,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,access cover and frame,nr,63.0,5.17,399.36,0,467.53,8,467.53,0.0
3124,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,3000 dia. x 6000 depth to invert,TOTAL,nr,10655.03,7125.83,21659.95,0,39440.81,8,39440.8,0.01
3126,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete circular manhole; CPM Perfect Manhole; complete with preformed benching and outlets to base; elastomeric seal to joints to rings; single steps as required. Excavations and backfilling not included; 1200 mm dia. with up to four outlets 100 mm or 150 mm dia.; effective internal depth,1250 mm deep,nr,254.31,69.77,1549.64,0,1873.72,8,1873.72,0.0
3127,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete circular manhole; CPM Perfect Manhole; complete with preformed benching and outlets to base; elastomeric seal to joints to rings; single steps as required. Excavations and backfilling not included; 1200 mm dia. with up to four outlets 100 mm or 150 mm dia.; effective internal depth,1500 mm deep,nr,237.31,69.77,1770.12,0,2077.2,8,2077.19,0.01
3128,CLASS K: PIPEWORK - MANHOLES AND PIPEWORK ANCILLARIES,01 MANHOLES,Precast concrete circular manhole; CPM Perfect Manhole; complete with preformed benching and outlets to base; elastomeric seal to joints to rings; single steps as required. Excavations and backfilling not included; 1200 mm dia. with up to four outlets 100 mm or 150 mm dia.; effective internal depth,1800 mm deep,nr,267.77,69.77,1862.74,0,2200.28,8,2200.27,0.01
